,team,ID,Avg_Weighted_Score,batting_average,batting_strike_rate,bowling_average,bowling_economy_rate,bowling_strike_rate,win_ratio
1680,royal challengers bangalore,1136589,19.255951134859743,22.980322975181277,119.88512489888838,27.077272727272724,6.52909090909091,19.054545454545455,0.4827272727272728
1681,royal challengers bangalore,1136591,19.21971578675281,23.102002120818685,122.05056302055121,27.24363636363636,6.470909090909092,19.386363636363637,0.5
1682,royal challengers bangalore,1136595,19.25847573816465,24.22543761103879,121.22311491758744,27.077272727272724,6.52909090909091,19.054545454545455,0.4827272727272728
1683,royal challengers bangalore,1136599,19.560131265800404,24.2342167026444,125.74765645999578,26.570909090909087,6.430909090909091,18.955454545454543,0.48454545454545456
1684,royal challengers bangalore,1136605,19.048190628432533,24.559198144553285,126.34110836430209,26.570909090909087,8.067272727272726,18.955454545454543,0.4890909090909092
1685,royal challengers bangalore,1136608,19.048190628432533,24.559198144553285,126.34110836430209,26.570909090909087,8.067272727272726,18.955454545454543,0.4890909090909092
1686,royal challengers bangalore,1136611,19.048190628432533,24.559198144553285,126.34110836430209,26.570909090909087,8.067272727272726,18.955454545454543,0.4890909090909092
1687,royal challengers bangalore,1136613,19.048190628432533,24.559198144553285,126.34110836430209,26.570909090909087,8.067272727272726,18.955454545454543,0.4890909090909092
1688,royal challengers bangalore,1175356,19.651870242178614,25.606129621798747,127.9710643977672,30.905454545454543,6.115454545454545,21.71909090909091,0.46727272727272734
1689,royal challengers bangalore,1175362,19.651870242178614,25.606129621798747,127.9710643977672,30.905454545454543,6.115454545454545,21.71909090909091,0.46727272727272734
1690,royal challengers bangalore,1175366,20.338431863580816,25.81200264027403,124.98790559950645,26.983636363636364,6.600909090909091,19.00090909090909,0.42636363636363633
1691,royal challengers bangalore,1175369,19.048098053557798,25.162366947564017,124.99807519711186,25.10090909090909,5.329090909090909,17.786363636363635,0.48181818181818187
1692,royal challengers bangalore,1175372,18.268466233179552,23.16845195263394,122.26245029387769,28.323636363636364,6.0590909090909095,20.167272727272724,0.47272727272727283
1693,royal challengers bangalore,1178395,18.268466233179552,23.16845195263394,122.26245029387769,28.323636363636364,6.0590909090909095,20.167272727272724,0.47272727272727283
1694,royal challengers bangalore,1178403,18.295558782727202,23.45893750658383,122.01113502287211,27.61181818181818,6.044545454545454,19.70090909090909,0.4663636363636364
1695,royal challengers bangalore,1178406,18.295558782727202,23.45893750658383,122.01113502287211,27.61181818181818,6.044545454545454,19.70090909090909,0.4663636363636364
1696,royal challengers bangalore,1178410,15.776600848202527,19.704583712750235,116.80213812519303,27.328181818181815,5.914545454545455,19.848181818181818,0.46
1697,royal challengers bangalore,1178414,18.290250869586025,23.18662514126454,122.90802487884275,26.970000000000002,5.877272727272728,19.689999999999998,0.4627272727272727
1698,royal challengers bangalore,1178417,18.257496635958997,23.18987591469002,122.80329631629736,28.50181818181818,5.963636363636363,20.62363636363636,0.49272727272727274
1699,royal challengers bangalore,1178421,18.76314597359106,24.191474184754124,123.76429435857993,28.30363636363636,6.1036363636363635,19.98909090909091,0.4745454545454546
1700,royal challengers bangalore,1178424,18.524249456746972,24.08619545433571,123.07063269170177,28.63090909090909,6.185454545454545,19.84454545454545,0.4754545454545455
1701,royal challengers bangalore,1178429,18.896997161958527,25.30507162885237,126.25630114497179,31.19909090909091,6.0590909090909095,21.982727272727274,0.4918181818181818
1702,royal challengers bangalore,1216494,19.3740830494501,24.70344003664249,125.23872604071167,33.56909090909091,6.876363636363636,23.51,0.48727272727272725
1703,royal challengers bangalore,1216499,19.448499889629314,25.080944439236248,123.76645325129638,26.48909090909091,5.840909090909091,19.35909090909091,0.44
1704,royal challengers bangalore,1216502,18.50628910653489,24.109812000275447,122.4544736030965,27.478181818181817,6.0263636363636355,19.600909090909088,0.4690909090909091
1705,royal challengers bangalore,1216505,19.389719771103884,24.76236223985548,125.2182632813536,28.866363636363634,6.195454545454546,20.18090909090909,0.4745454545454546
